#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-29786B2AF3A3EC6A-F9902B122AF7F8B
#datatype	hitsStandard Results
#status	0
#Start time	2017-01-17T13:11:04	Run time	0:00:04:59
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#103 - >SYY_LEGPH	multi-dom	235645	13	397	0	587.454	PRK05912	PRK05912	 - 	 - 
Q#103 - >SYY_LEGPH	multi-dom	223240	11	397	1.47338e-149	428.185	COG0162	TyrS	 - 	 - 
Q#103 - >SYY_LEGPH	multi-dom	272976	10	374	1.5566e-134	389.064	TIGR00234	tyrS	 - 	 - 
Q#103 - >SYY_LEGPH	multi-dom	280155	178	239	0.00699561	36.8401	pfam01921	tRNA-synt_1f	N	 - 
Q#107 - >Q5ZY03_LEGPH	specific	100051	14	173	1.43062e-77	226.909	cd04645	LbH_gamma_CA_like	 - 	cl00160
Q#107 - >Q5ZY03_LEGPH	superfamily	294107	14	173	1.43062e-77	226.909	cl00160	LbetaH superfamily	 - 	 - 
Q#107 - >Q5ZY03_LEGPH	specific	278558	13	41	0.00927325	31.154	pfam00132	Hexapep	 - 	cl00160
Q#107 - >Q5ZY03_LEGPH	multi-dom	223735	5	177	4.4035e-72	213.989	COG0663	PaaY	 - 	 - 
Q#107 - >Q5ZY03_LEGPH	multi-dom	215167	10	171	3.61329e-49	158.75	PLN02296	PLN02296	C	 - 
Q#107 - >Q5ZY03_LEGPH	multi-dom	131340	13	158	3.77507e-24	92.2524	TIGR02287	PaaY	C	 - 
Q#108 - >Q5ZY02_LEGPH	specific	280934	345	452	9.03259e-40	137.298	pfam02852	Pyr_redox_dim	 - 	cl08372
Q#108 - >Q5ZY02_LEGPH	superfamily	280934	345	452	9.03259e-40	137.298	cl08372	Pyr_redox_dim superfamily	 - 	 - 
Q#108 - >Q5ZY02_LEGPH	specific	278498	172	248	8.8397e-20	81.8493	pfam00070	Pyr_redox	 - 	cl21454
Q#108 - >Q5ZY02_LEGPH	superfamily	304358	172	248	8.8397e-20	81.8493	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#108 - >Q5ZY02_LEGPH	multi-dom	235701	5	453	0	706.15	PRK06116	PRK06116	 - 	 - 
Q#108 - >Q5ZY02_LEGPH	multi-dom	273614	6	453	0	551.368	TIGR01421	gluta_reduc_1	 - 	 - 
Q#108 - >Q5ZY02_LEGPH	multi-dom	224169	4	453	1.3327e-146	424.699	COG1249	Lpd	 - 	 - 
Q#108 - >Q5ZY02_LEGPH	multi-dom	285266	20	322	4.0977e-78	244.116	pfam07992	Pyr_redox_2	 - 	 - 
Q#110 - >Q5ZY00_LEGPH	specific	236480	1	326	6.87798e-138	393.003	PRK09358	PRK09358	 - 	cl00281
Q#110 - >Q5ZY00_LEGPH	superfamily	294200	1	326	6.87798e-138	393.003	cl00281	metallo-dependent_hydrolases superfamily	 - 	 - 
Q#110 - >Q5ZY00_LEGPH	non-specific	238645	2	324	4.91218e-119	344.572	cd01320	ADA	 - 	cl00281
Q#110 - >Q5ZY00_LEGPH	non-specific	273619	3	324	2.6838e-105	309.672	TIGR01430	aden_deam	 - 	cl00281
Q#110 - >Q5ZY00_LEGPH	non-specific	224729	1	326	7.46558e-99	293.837	COG1816	Add	 - 	cl00281
Q#110 - >Q5ZY00_LEGPH	non-specific	279329	2	323	5.59533e-74	229.945	pfam00962	A_deaminase	 - 	cl00281
Q#110 - >Q5ZY00_LEGPH	multi-dom	273620	124	276	2.21509e-15	75.2192	TIGR01431	adm_rel	N	 - 
Q#110 - >Q5ZY00_LEGPH	multi-dom	240354	213	304	1.76096e-05	45.1868	PTZ00310	PTZ00310	N	 - 
Q#113 - >Q5ZXZ7_LEGPH	specific	279693	25	401	1.78098e-38	136.008	pfam01384	PHO4	 - 	cl24138
Q#113 - >Q5ZXZ7_LEGPH	superfamily	279693	25	401	1.78098e-38	136.008	cl24138	PHO4 superfamily	 - 	 - 
Q#113 - >Q5ZXZ7_LEGPH	non-specific	117544	107	183	0.00267033	38.102	pfam08978	Reoviridae_Vp9	NC	cl19565
Q#113 - >Q5ZXZ7_LEGPH	superfamily	117544	107	183	0.00267033	38.102	cl19565	Reoviridae_Vp9 superfamily	NC	 - 
Q#113 - >Q5ZXZ7_LEGPH	multi-dom	223383	7	416	2.1078e-75	236.711	COG0306	PitA	 - 	 - 
Q#114 - >Q5ZXZ6_LEGPH	non-specific	272932	1	223	2.34396e-39	133.702	TIGR00153	TIGR00153	 - 	cl20190
Q#114 - >Q5ZXZ6_LEGPH	superfamily	272932	1	223	2.34396e-39	133.702	cl20190	TIGR00153 superfamily	 - 	 - 
Q#114 - >Q5ZXZ6_LEGPH	multi-dom	224310	3	223	3.5216e-56	176.716	COG1392	YkaA	 - 	 - 
Q#114 - >Q5ZXZ6_LEGPH	multi-dom	280106	4	223	8.39352e-48	155.233	pfam01865	PhoU_div	 - 	 - 
Q#115 - >Q5ZXZ5_LEGPH	specific	281891	23	80	1.46503e-06	43.3603	pfam03958	Secretin_N	 - 	cl04346
Q#115 - >Q5ZXZ5_LEGPH	superfamily	281891	23	80	1.46503e-06	43.3603	cl04346	Secretin_N superfamily	 - 	 - 
Q#116 - >Y586_LEGPH	specific	234694	1	187	6.9331e-77	227.048	PRK00228	PRK00228	 - 	cl00731
Q#116 - >Y586_LEGPH	superfamily	294474	1	187	6.9331e-77	227.048	cl00731	DUF179 superfamily	 - 	 - 
Q#116 - >Y586_LEGPH	specific	224592	6	187	2.00852e-71	213.305	COG1678	AlgH	 - 	cl00731
Q#116 - >Y586_LEGPH	specific	280740	16	169	1.23446e-43	139.951	pfam02622	DUF179	 - 	cl00731
Q#117 - >YQGF_LEGPH	specific	234639	1	137	2.42229e-69	203.843	PRK00109	PRK00109	 - 	cl21482
Q#117 - >YQGF_LEGPH	superfamily	304378	1	137	2.42229e-69	203.843	cl21482	RuvC_resolvase superfamily	 - 	 - 
Q#117 - >YQGF_LEGPH	specific	281630	4	137	2.43417e-64	191.168	pfam03652	RuvX	 - 	cl21482
Q#117 - >YQGF_LEGPH	specific	223886	3	137	2.48725e-53	163.557	COG0816	YqgF	 - 	cl21482
Q#117 - >YQGF_LEGPH	non-specific	129352	7	136	1.15376e-49	153.828	TIGR00250	RNAse_H_YqgF	 - 	cl21482
Q#117 - >YQGF_LEGPH	specific	128971	4	104	3.1491e-29	101.104	smart00732	YqgFc	 - 	cl21482
Q#118 - >PYRB_LEGPH	specific	280825	3	142	2.62761e-47	154.127	pfam02729	OTCace_N	 - 	cl03681
Q#118 - >PYRB_LEGPH	superfamily	280825	3	142	2.62761e-47	154.127	cl03681	OTCace_N superfamily	 - 	 - 
Q#118 - >PYRB_LEGPH	non-specific	278609	149	294	3.11554e-31	113.061	pfam00185	OTCace	 - 	cl21454
Q#118 - >PYRB_LEGPH	superfamily	304358	149	294	3.11554e-31	113.061	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#118 - >PYRB_LEGPH	multi-dom	234849	1	297	8.03748e-154	430.648	PRK00856	pyrB	 - 	 - 
Q#118 - >PYRB_LEGPH	multi-dom	223614	1	296	1.13947e-115	334.566	COG0540	PyrB	 - 	 - 
Q#118 - >PYRB_LEGPH	multi-dom	273209	2	295	7.49367e-83	250.354	TIGR00670	asp_carb_tr	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	specific	279425	190	396	3.91061e-135	387.654	pfam01078	Mg_chelatase	 - 	cl21455
Q#120 - >Q5ZXZ0_LEGPH	superfamily	304359	190	396	3.91061e-135	387.654	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	specific	290275	21	133	5.36074e-62	197.273	pfam13541	ChlI	 - 	cl21678
Q#120 - >Q5ZXZ0_LEGPH	superfamily	304493	21	133	5.36074e-62	197.273	cl21678	ChlI superfamily	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	specific	290074	407	495	2.377e-25	98.2313	pfam13335	Mg_chelatase_C	 - 	cl16243
Q#120 - >Q5ZXZ0_LEGPH	superfamily	290074	407	495	2.377e-25	98.2313	cl16243	Mg_chelatase_C superfamily	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	specific	99707	195	317	5.14033e-05	42.1331	cd00009	AAA	C	cl21455
Q#120 - >Q5ZXZ0_LEGPH	multi-dom	223679	16	496	0	601.916	COG0606	YifB	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	multi-dom	129465	8	496	0	552.527	TIGR00368	TIGR00368	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	multi-dom	182120	1	503	0	518.766	PRK09862	PRK09862	 - 	 - 
Q#120 - >Q5ZXZ0_LEGPH	multi-dom	214640	211	347	0.000205344	40.4345	smart00382	AAA	 - 	 - 
Q#121 - >Q5ZXY9_LEGPH	non-specific	225508	1	74	4.73495e-23	83.3069	COG2960	YqiC	C	cl01115
Q#121 - >Q5ZXY9_LEGPH	superfamily	294701	1	74	4.73495e-23	83.3069	cl01115	BMFP superfamily	C	 - 
Q#121 - >Q5ZXY9_LEGPH	specific	282263	8	74	1.9648e-21	78.2706	pfam04380	BMFP	 - 	cl01115
Q#122 - >Q5ZXY8_LEGPH	specific	198006	16	117	7.2578e-58	173.047	smart00938	P-II	 - 	cl00412
Q#122 - >Q5ZXY8_LEGPH	superfamily	294287	16	117	7.2578e-58	173.047	cl00412	P-II superfamily	 - 	 - 
Q#122 - >Q5ZXY8_LEGPH	specific	223424	13	124	4.62956e-57	171.21	COG0347	GlnK	 - 	cl00412
Q#122 - >Q5ZXY8_LEGPH	specific	278943	16	117	1.23844e-55	167.259	pfam00543	P-II	 - 	cl00412
Q#122 - >Q5ZXY8_LEGPH	non-specific	182629	13	124	1.76479e-53	162.406	PRK10665	PRK10665	 - 	cl00412
Q#123 - >Q5ZXY7_LEGPH	specific	274270	6	182	1.28599e-70	210.98	TIGR02727	MTHFS_bact	 - 	cl00360
Q#123 - >Q5ZXY7_LEGPH	superfamily	294257	6	182	1.28599e-70	210.98	cl00360	5-FTHF_cyc-lig superfamily	 - 	 - 
Q#123 - >Q5ZXY7_LEGPH	specific	223290	6	189	1.45e-46	150.13	COG0212	FAU1	 - 	cl00360
Q#123 - >Q5ZXY7_LEGPH	non-specific	280059	6	182	2.62521e-46	149.371	pfam01812	5-FTHF_cyc-lig	 - 	cl00360
Q#123 - >Q5ZXY7_LEGPH	non-specific	182385	13	187	2.24416e-35	121.192	PRK10333	PRK10333	 - 	cl00360
Q#125 - >Q5ZXY5_LEGPH	specific	279412	27	247	6.48215e-76	229.162	pfam01063	Aminotran_4	 - 	cl00224
Q#125 - >Q5ZXY5_LEGPH	superfamily	294155	27	247	6.48215e-76	229.162	cl00224	PLPDE_IV superfamily	 - 	 - 
Q#125 - >Q5ZXY5_LEGPH	non-specific	238800	20	262	7.3144e-59	186.361	cd01559	ADCL_like	 - 	cl00224
Q#125 - >Q5ZXY5_LEGPH	specific	223193	4	262	1.83253e-47	158.325	COG0115	IlvE	 - 	cl00224
Q#125 - >Q5ZXY5_LEGPH	non-specific	132501	18	256	9.85947e-36	126.933	TIGR03461	pabC_Proteo	 - 	cl00224
Q#125 - >Q5ZXY5_LEGPH	non-specific	235696	20	262	6.81861e-34	122.257	PRK06092	PRK06092	 - 	cl00224
Q#125 - >Q5ZXY5_LEGPH	multi-dom	215418	77	235	3.08828e-12	64.4846	PLN02782	PLN02782	N	 - 
Q#126 - >Q5ZXY4_LEGPH	specific	223475	31	231	7.041e-26	98.9367	COG0398	TVP38	 - 	cl00429
Q#126 - >Q5ZXY4_LEGPH	superfamily	294297	31	231	7.041e-26	98.9367	cl00429	SNARE_assoc superfamily	 - 	 - 
Q#126 - >Q5ZXY4_LEGPH	specific	286425	78	195	1.5864e-20	82.3056	pfam09335	SNARE_assoc	 - 	cl00429
Q#126 - >Q5ZXY4_LEGPH	multi-dom	223659	50	231	0.000119602	40.3431	COG0586	DedA	 - 	 - 
Q#127 - >Q5ZXY3_LEGPH	non-specific	213277	240	721	0	589.199	cd05909	AAS_C	 - 	cl17068
Q#127 - >Q5ZXY3_LEGPH	superfamily	302604	240	721	0	589.199	cl17068	AFD_class_I superfamily	 - 	 - 
Q#127 - >Q5ZXY3_LEGPH	specific	153251	20	197	1.1962e-21	91.5636	cd07989	LPLAT_AGPAT-like	 - 	cl17185
Q#127 - >Q5ZXY3_LEGPH	superfamily	302626	20	197	1.1962e-21	91.5636	cl17185	LPLAT superfamily	 - 	 - 
Q#127 - >Q5ZXY3_LEGPH	non-specific	279841	33	153	3.86653e-07	48.4287	pfam01553	Acyltransferase	 - 	cl17185
Q#127 - >Q5ZXY3_LEGPH	non-specific	214724	47	156	4.35349e-07	47.735	smart00563	PlsC	 - 	cl17185
Q#127 - >Q5ZXY3_LEGPH	multi-dom	235865	21	725	0	868.898	PRK06814	PRK06814	N	 - 
Q#127 - >Q5ZXY3_LEGPH	multi-dom	223395	239	731	4.97588e-91	293.213	COG0318	CaiC	 - 	 - 
Q#127 - >Q5ZXY3_LEGPH	multi-dom	278902	232	626	6.57323e-53	186.294	pfam00501	AMP-binding	 - 	 - 
Q#127 - >Q5ZXY3_LEGPH	multi-dom	162605	374	715	1.16471e-31	127.18	TIGR01923	menE	N	 - 
Q#128 - >Q5ZXY2_LEGPH	specific	284740	41	136	6.9672e-15	64.5111	pfam07386	DUF1499	 - 	cl01841
Q#128 - >Q5ZXY2_LEGPH	superfamily	295054	41	136	6.9672e-15	64.5111	cl01841	DUF1499 superfamily	 - 	 - 
Q#128 - >Q5ZXY2_LEGPH	non-specific	226854	18	135	9.35377e-12	57.1624	COG4446	COG4446	 - 	cl01841
Q#129 - >Q5ZXY1_LEGPH	specific	284561	98	269	1.43681e-88	270.259	pfam07167	PhaC_N	 - 	cl06271
Q#129 - >Q5ZXY1_LEGPH	superfamily	284561	98	269	1.43681e-88	270.259	cl06271	PhaC_N superfamily	 - 	 - 
Q#129 - >Q5ZXY1_LEGPH	multi-dom	213656	61	584	0	680.646	TIGR01838	PHA_synth_I	 - 	 - 
Q#129 - >Q5ZXY1_LEGPH	multi-dom	225783	133	584	0	548.513	COG3243	PhaC	 - 	 - 
Q#129 - >Q5ZXY1_LEGPH	multi-dom	278959	264	514	1.55691e-15	75.2246	pfam00561	Abhydrolase_1	 - 	 - 
Q#130 - >Q5ZXY0_LEGPH	specific	280287	3	83	2.08838e-23	86.0012	pfam02082	Rrf2	 - 	cl21459
Q#130 - >Q5ZXY0_LEGPH	superfamily	304362	3	83	2.08838e-23	86.0012	cl21459	HTH superfamily	 - 	 - 
Q#130 - >Q5ZXY0_LEGPH	non-specific	273927	10	130	7.40076e-16	68.1742	TIGR02010	IscR	 - 	cl21459
Q#130 - >Q5ZXY0_LEGPH	non-specific	171344	2	132	6.84771e-14	63.6441	PRK11920	rirA	 - 	cl21459
Q#130 - >Q5ZXY0_LEGPH	non-specific	238042	26	67	0.000334668	36.1226	cd00090	HTH_ARSR	NC	cl21459
Q#130 - >Q5ZXY0_LEGPH	non-specific	128696	29	61	0.00148814	33.5675	smart00419	HTH_CRP	N	cl21459
Q#130 - >Q5ZXY0_LEGPH	multi-dom	131989	1	127	1.06586e-40	131.853	TIGR02944	suf_reg_Xantho	 - 	 - 
Q#130 - >Q5ZXY0_LEGPH	multi-dom	224870	3	146	7.33864e-31	107.403	COG1959	IscR	 - 	 - 
Q#130 - >Q5ZXY0_LEGPH	multi-dom	182927	23	61	0.000936149	36.1427	PRK11050	PRK11050	NC	 - 
Q#131 - >Q5ZXX9_LEGPH	specific	279762	219	453	2.80488e-102	303.973	pfam01458	UPF0051	 - 	cl19515
Q#131 - >Q5ZXX9_LEGPH	superfamily	302888	219	453	2.80488e-102	303.973	cl19515	UPF0051 superfamily	 - 	 - 
Q#131 - >Q5ZXX9_LEGPH	non-specific	273908	187	469	2.09111e-55	184.743	TIGR01981	sufD	 - 	cl19515
Q#131 - >Q5ZXX9_LEGPH	non-specific	236804	309	453	2.50992e-11	63.8985	PRK10948	PRK10948	N	cl19515
Q#131 - >Q5ZXX9_LEGPH	multi-dom	236990	1	482	0	1126.48	PRK11814	PRK11814	 - 	 - 
Q#131 - >Q5ZXX9_LEGPH	multi-dom	131035	14	473	0	677.163	TIGR01980	sufB	 - 	 - 
Q#131 - >Q5ZXX9_LEGPH	multi-dom	223791	37	480	3.01594e-176	499.538	COG0719	SufB	 - 	 - 
Q#132 - >Q5ZXX8_LEGPH	specific	213184	2	241	2.10587e-118	334.881	cd03217	ABC_FeS_Assembly	 - 	cl21455
Q#132 - >Q5ZXX8_LEGPH	superfamily	304359	2	241	2.10587e-118	334.881	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#132 - >Q5ZXX8_LEGPH	specific	278435	17	171	1.22391e-27	101.959	pfam00005	ABC_tran	 - 	cl21455
Q#132 - >Q5ZXX8_LEGPH	non-specific	273491	2	203	3.70522e-12	61.9909	TIGR01189	ccmA	 - 	cl21455
Q#132 - >Q5ZXX8_LEGPH	non-specific	184127	1	212	1.27868e-08	52.2598	PRK13540	PRK13540	 - 	cl21455
Q#132 - >Q5ZXX8_LEGPH	non-specific	226232	23	90	0.00283028	36.197	COG3709	PhnN	C	cl17190
Q#132 - >Q5ZXX8_LEGPH	superfamily	302627	23	90	0.00283028	36.197	cl17190	NK superfamily	C	 - 
Q#132 - >Q5ZXX8_LEGPH	multi-dom	214372	1	246	2.44785e-148	412.883	CHL00131	ycf16	 - 	 - 
Q#132 - >Q5ZXX8_LEGPH	multi-dom	273907	2	244	1.82425e-147	410.113	TIGR01978	sufC	 - 	 - 
Q#132 - >Q5ZXX8_LEGPH	multi-dom	223473	1	248	4.23472e-141	394.638	COG0396	SufC	 - 	 - 
Q#132 - >Q5ZXX8_LEGPH	multi-dom	290043	29	209	1.05495e-08	52.2448	pfam13304	AAA_21	 - 	 - 
Q#133 - >Q5ZXX7_LEGPH	specific	279762	174	397	4.08448e-102	301.662	pfam01458	UPF0051	 - 	cl19515
Q#133 - >Q5ZXX7_LEGPH	superfamily	302888	174	397	4.08448e-102	301.662	cl19515	UPF0051 superfamily	 - 	 - 
Q#133 - >Q5ZXX7_LEGPH	specific	273908	139	406	1.17374e-99	297.221	TIGR01981	sufD	 - 	cl19515
Q#133 - >Q5ZXX7_LEGPH	non-specific	236804	27	412	6.07099e-67	217.978	PRK10948	PRK10948	 - 	cl19515
Q#133 - >Q5ZXX7_LEGPH	multi-dom	223791	20	406	2.6822e-100	303.856	COG0719	SufB	 - 	 - 
Q#133 - >Q5ZXX7_LEGPH	multi-dom	131035	102	406	1.57369e-41	151.365	TIGR01980	sufB	N	 - 
Q#133 - >Q5ZXX7_LEGPH	multi-dom	214359	69	400	6.29126e-15	75.0531	CHL00085	ycf24	N	 - 
Q#134 - >Q5ZXX6_LEGPH	non-specific	131034	15	413	0	586.16	TIGR01979	sufS	 - 	cl18945
Q#134 - >Q5ZXX6_LEGPH	superfamily	302748	15	413	0	586.16	cl18945	AAT_I superfamily	 - 	 - 
Q#134 - >Q5ZXX6_LEGPH	specific	99746	33	406	0	577.11	cd06453	SufS_like	 - 	cl18945
Q#134 - >Q5ZXX6_LEGPH	non-specific	181766	10	409	4.4578e-170	480.788	PRK09295	PRK09295	 - 	cl18945
Q#134 - >Q5ZXX6_LEGPH	non-specific	224029	33	409	2.42914e-42	151.94	COG1104	NifS	 - 	cl18945
Q#134 - >Q5ZXX6_LEGPH	non-specific	279402	161	208	0.000399164	41.0497	pfam01053	Cys_Met_Meta_PP	NC	cl18945
Q#134 - >Q5ZXX6_LEGPH	multi-dom	223594	9	411	3.65309e-175	493.754	COG0520	CsdA	 - 	 - 
Q#134 - >Q5ZXX6_LEGPH	multi-dom	278684	33	401	5.06212e-170	479.051	pfam00266	Aminotran_5	 - 	 - 
Q#134 - >Q5ZXX6_LEGPH	multi-dom	131032	33	409	7.47446e-72	228.799	TIGR01977	am_tr_V_EF2568	 - 	 - 
Q#134 - >Q5ZXX6_LEGPH	multi-dom	215384	33	372	9.28162e-09	56.0295	PLN02724	PLN02724	C	 - 
Q#135 - >Q5ZXX5_LEGPH	non-specific	273918	5	140	8.15281e-58	175.209	TIGR01994	SUF_scaf_2	 - 	cl00528
Q#135 - >Q5ZXX5_LEGPH	superfamily	294357	5	140	8.15281e-58	175.209	cl00528	IscU_like superfamily	 - 	 - 
Q#135 - >Q5ZXX5_LEGPH	specific	143480	8	138	1.31061e-51	158.952	cd06664	IscU_like	 - 	cl00528
Q#135 - >Q5ZXX5_LEGPH	specific	223892	3	144	1.82229e-45	144.433	COG0822	IscU	 - 	cl00528
Q#135 - >Q5ZXX5_LEGPH	non-specific	279873	8	141	6.81467e-23	85.897	pfam01592	NifU_N	 - 	cl00528
Q#135 - >Q5ZXX5_LEGPH	non-specific	183087	9	140	3.78832e-13	60.7926	PRK11325	PRK11325	 - 	cl00528
Q#135 - >Q5ZXX5_LEGPH	multi-dom	273921	9	87	1.3117e-09	53.721	TIGR02000	NifU_proper	C	 - 
Q#136 - >Q3V871_LEGPH	specific	131990	24	122	5.30731e-67	195.983	TIGR02945	SUF_assoc	 - 	cl00941
Q#136 - >Q3V871_LEGPH	superfamily	294611	24	122	5.30731e-67	195.983	cl00941	DUF59 superfamily	 - 	 - 
Q#136 - >Q3V871_LEGPH	specific	225062	19	122	8.06997e-43	135.095	COG2151	PaaD	 - 	cl00941
Q#136 - >Q3V871_LEGPH	specific	280123	26	98	1.76631e-18	72.2711	pfam01883	DUF59	 - 	cl00941
Q#136 - >Q3V871_LEGPH	non-specific	238618	25	119	0.00162699	35.3005	cd01293	Bact_CD	C	cl00281
Q#136 - >Q3V871_LEGPH	superfamily	294200	25	119	0.00162699	35.3005	cl00281	metallo-dependent_hydrolases superfamily	C	 - 
Q#136 - >Q3V871_LEGPH	multi-dom	131214	36	119	1.26386e-17	72.1281	TIGR02159	PA_CoA_Oxy4	C	 - 
Q#137 - >Q5ZXX4_LEGPH	non-specific	238398	11	312	2.05843e-60	194.726	cd00775	LysRS_core	 - 	cl00268
Q#137 - >Q5ZXX4_LEGPH	superfamily	294192	11	312	2.05843e-60	194.726	cl00268	class_II_aaRS-like_core superfamily	 - 	 - 
Q#137 - >Q5ZXX4_LEGPH	multi-dom	273090	28	311	4.69641e-153	429.278	TIGR00462	genX	 - 	 - 
Q#137 - >Q5ZXX4_LEGPH	multi-dom	236474	11	309	9.7054e-139	393.525	PRK09350	PRK09350	 - 	 - 
Q#137 - >Q5ZXX4_LEGPH	multi-dom	225178	1	317	1.89925e-129	370.518	COG2269	EpmA	 - 	 - 
Q#137 - >Q5ZXX4_LEGPH	multi-dom	278577	13	312	8.7401e-49	164.278	pfam00152	tRNA-synt_2	 - 	 - 
Q#138 - >Q5ZXX3_LEGPH	specific	279986	151	240	2.30479e-15	71.4612	pfam01728	FtsJ	C	cl17173
Q#138 - >Q5ZXX3_LEGPH	superfamily	302624	151	240	2.30479e-15	71.4612	cl17173	AdoMet_MTases superfamily	C	 - 
Q#138 - >Q5ZXX3_LEGPH	non-specific	223370	151	240	1.771e-08	52.2254	COG0293	RlmE	C	cl17173
Q#138 - >Q5ZXX3_LEGPH	non-specific	273078	146	240	8.87547e-07	47.1217	TIGR00438	rrmJ	C	cl17173
Q#138 - >Q5ZXX3_LEGPH	non-specific	183025	152	240	8.58389e-06	44.3384	PRK11188	rrmJ	C	cl17173
Q#138 - >Q5ZXX3_LEGPH	specific	100107	173	243	7.11378e-05	40.1059	cd02440	AdoMet_MTases	C	cl17173
Q#138 - >Q5ZXX3_LEGPH	multi-dom	236971	150	268	3.71737e-16	76.4113	PRK11760	PRK11760	N	 - 
Q#138 - >Q5ZXX3_LEGPH	multi-dom	225485	150	268	7.59947e-16	75.5801	COG2933	RlmM	N	 - 
Q#138 - >Q5ZXX3_LEGPH	multi-dom	129570	143	221	0.000195045	40.5583	TIGR00478	tly	NC	 - 
Q#139 - >Q5ZXX2_LEGPH	specific	197931	208	248	3.1971e-09	50.0734	smart00863	tRNA_SAD	 - 	cl08469
Q#139 - >Q5ZXX2_LEGPH	superfamily	298782	208	248	3.1971e-09	50.0734	cl08469	tRNA_SAD superfamily	 - 	 - 
Q#139 - >Q5ZXX2_LEGPH	specific	285247	208	248	1.03262e-05	40.5081	pfam07973	tRNA_SAD	 - 	cl08469
Q#139 - >Q5ZXX2_LEGPH	multi-dom	225427	45	252	6.38372e-39	134.421	COG2872	AlaX	 - 	 - 
Q#139 - >Q5ZXX2_LEGPH	multi-dom	274722	45	249	6.83818e-25	101.994	TIGR03683	A-tRNA_syn_arch	N	 - 
Q#139 - >Q5ZXX2_LEGPH	multi-dom	237551	45	248	1.00323e-20	89.9111	PRK13902	alaS	NC	 - 
Q#140 - >Q5ZXX1_LEGPH	specific	119392	22	376	3.14136e-17	81.2061	cd06174	MFS	 - 	cl21472
Q#140 - >Q5ZXX1_LEGPH	superfamily	304372	22	376	3.14136e-17	81.2061	cl21472	MFS superfamily	 - 	 - 
Q#140 - >Q5ZXX1_LEGPH	multi-dom	284993	44	364	8.21986e-17	79.7674	pfam07690	MFS_1	 - 	 - 
Q#140 - >Q5ZXX1_LEGPH	multi-dom	273326	29	373	2.92501e-15	75.8362	TIGR00893	2A0114	 - 	 - 
Q#140 - >Q5ZXX1_LEGPH	multi-dom	225180	33	378	8.86839e-11	61.9025	COG2271	UhpC	 - 	 - 
Q#140 - >Q5ZXX1_LEGPH	multi-dom	236315	74	414	0.00497721	37.9812	PRK08633	PRK08633	C	 - 
Q#141 - >Q5ZXX0_LEGPH	specific	279876	5	203	7.74469e-52	171.195	pfam01595	DUF21	 - 	cl03275
Q#141 - >Q5ZXX0_LEGPH	superfamily	279876	5	203	7.74469e-52	171.195	cl03275	DUF21 superfamily	 - 	 - 
Q#141 - >Q5ZXX0_LEGPH	specific	239963	227	334	7.23731e-27	102.569	cd04590	CBS_pair_CorC_HlyC_assoc	 - 	cl15354
Q#141 - >Q5ZXX0_LEGPH	superfamily	301603	227	334	7.23731e-27	102.569	cl15354	CBS_pair superfamily	 - 	 - 
Q#141 - >Q5ZXX0_LEGPH	specific	215020	353	434	2.64343e-11	57.8355	smart01091	CorC_HlyC	 - 	cl08393
Q#141 - >Q5ZXX0_LEGPH	superfamily	298730	353	434	2.64343e-11	57.8355	cl08393	CorC_HlyC superfamily	 - 	 - 
Q#141 - >Q5ZXX0_LEGPH	specific	281469	353	433	1.52263e-07	47.5188	pfam03471	CorC_HlyC	 - 	cl08393
Q#141 - >Q5ZXX0_LEGPH	specific	278968	218	272	3.64521e-05	39.8701	pfam00571	CBS	 - 	cl15354
Q#141 - >Q5ZXX0_LEGPH	multi-dom	224173	1	431	1.83082e-110	330.798	COG1253	TlyC	 - 	 - 
Q#141 - >Q5ZXX0_LEGPH	multi-dom	274626	106	431	9.33777e-29	115.522	TIGR03520	GldE	N	 - 
Q#141 - >Q5ZXX0_LEGPH	multi-dom	236933	13	433	2.00634e-23	100.21	PRK11573	PRK11573	 - 	 - 
Q#142 - >Q5ZXW9_LEGPH	specific	176186	6	343	2.34349e-168	470.825	cd05283	CAD1	 - 	cl16912
Q#142 - >Q5ZXW9_LEGPH	superfamily	302572	6	343	2.34349e-168	470.825	cl16912	MDR superfamily	 - 	 - 
Q#142 - >Q5ZXW9_LEGPH	specific	285452	29	144	1.02642e-29	108.456	pfam08240	ADH_N	 - 	cl17172
Q#142 - >Q5ZXW9_LEGPH	superfamily	302623	29	144	1.02642e-29	108.456	cl17172	ADH_N superfamily	 - 	 - 
Q#142 - >Q5ZXW9_LEGPH	multi-dom	223992	6	346	1.44499e-127	367.683	COG1064	AdhP	 - 	 - 
